TF_id,TG_id,Index
BSU_30260,BSU_30260,1
BSU_30260,BSU_30270,1
BSU_30260,BSU_30300,1
BSU_29740,BSU_39390,1
BSU_29740,BSU_39340,1
BSU_29740,BSU_39370,1
BSU_29740,BSU_39350,1
BSU_29740,BSU_39360,1
BSU_29740,BSU_39380,1
BSU_29740,BSU_29120,1
BSU_29740,BSU_29130,1
BSU_29740,BSU_02130,1
BSU_29740,BSU_02140,1
BSU_29740,BSU_04700,1
BSU_29740,BSU_04730,1
BSU_29740,BSU_04720,1
BSU_29740,BSU_04670,1
BSU_29740,BSU_04680,1
BSU_29740,BSU_04740,1
BSU_29740,BSU_04710,1
BSU_29740,BSU_04690,1
BSU_29740,BSU_12320,1
BSU_29740,BSU_12370,1
BSU_29740,BSU_12360,1
BSU_29740,BSU_12340,1
BSU_29740,BSU_12380,1
BSU_29740,BSU_12350,1
BSU_29740,BSU_12330,1
BSU_29740,BSU_12390,1
BSU_29740,BSU_14900,1
BSU_29740,BSU_14920,1
BSU_29740,BSU_14890,1
BSU_29740,BSU_14880,1
BSU_29740,BSU_14930,1
BSU_29740,BSU_14910,1
BSU_29740,BSU_32830,1
BSU_29740,BSU_32840,1
BSU_29740,BSU_32820,1
BSU_29740,BSU_38810,1
BSU_29740,BSU_38820,1
BSU_29740,BSU_39270,1
BSU_29740,BSU_39250,1
BSU_29740,BSU_39260,1
BSU_29740,BSU_28250,1
BSU_29740,BSU_28270,1
BSU_29740,BSU_28280,1
BSU_29740,BSU_28300,1
BSU_29740,BSU_28260,1
BSU_29740,BSU_28310,1
BSU_29740,BSU_28290,1
BSU_29740,BSU_38030,1
BSU_29740,BSU_38040,1
BSU_29740,BSU_38050,1
BSU_29740,BSU_12320,1
BSU_29740,BSU_12310,1
BSU_29740,BSU_12300,1
BSU_29740,BSU_12370,1
BSU_29740,BSU_12360,1
BSU_29740,BSU_12340,1
BSU_29740,BSU_12380,1
BSU_29740,BSU_12350,1
BSU_29740,BSU_12330,1
BSU_29740,BSU_12390,1
BSU_29740,BSU_12430,1
BSU_29740,BSU_12440,1
BSU_29740,BSU_14110,1
BSU_29740,BSU_14120,1
BSU_29740,BSU_14130,1
BSU_29740,BSU_14100,1
BSU_29740,BSU_14140,1
BSU_29740,BSU_28530,1
BSU_29740,BSU_28540,1
BSU_29740,BSU_28560,1
BSU_29740,BSU_28550,1
BSU_29740,BSU_28520,1
BSU_29740,BSU_07620,1
BSU_29740,BSU_07610,1
BSU_29740,BSU_37460,1
BSU_29740,BSU_37470,1
BSU_29740,BSU_28910,1
BSU_29740,BSU_28900,1
BSU_29740,BSU_40050,1
BSU_29740,BSU_40060,1
BSU_29740,BSU_40080,1
BSU_29740,BSU_40070,1
BSU_29740,BSU_27030,1
BSU_29740,BSU_27070,1
BSU_29740,BSU_27050,1
BSU_29740,BSU_27060,1
BSU_29740,BSU_27040,1
BSU_29740,BSU_08090,1
BSU_29740,BSU_08070,1
BSU_29740,BSU_08060,1
BSU_29740,BSU_08080,1
BSU_29740,BSU_07560,1
BSU_29740,BSU_23550,1
BSU_29740,BSU_23560,1
BSU_29740,BSU_14040,1
BSU_29740,BSU_37790,1
BSU_29740,BSU_35500,1
BSU_29740,BSU_35490,1
BSU_29740,BSU_09880,1
BSU_29740,BSU_31190,1
BSU_29740,BSU_31200,1
BSU_29740,BSU_31220,1
BSU_29740,BSU_31210,1
BSU_29740,BSU_31180,1
BSU_29740,BSU_39070,1
BSU_29740,BSU_25840,1
BSU_29740,BSU_29470,1
BSU_29740,BSU_16120,1
BSU_29740,BSU_16100,1
BSU_29740,BSU_16090,1
BSU_29740,BSU_16110,1
BSU_29740,BSU_35020,1
BSU_29740,BSU_35030,1
BSU_29740,BSU_35010,1
BSU_29740,BSU_14140,1
BSU_29740,BSU_15100,1
BSU_29740,BSU_38770,1
BSU_29740,BSU_35080,1
BSU_29740,BSU_35090,1
BSU_29740,BSU_08110,1
BSU_29740,BSU_22100,1
BSU_29740,BSU_22120,1
BSU_29740,BSU_22110,1
BSU_29740,BSU_22090,1
BSU_29740,BSU_05810,1
BSU_29740,BSU_05880,1
BSU_29740,BSU_05870,1
BSU_29740,BSU_05820,1
BSU_29740,BSU_05850,1
BSU_29740,BSU_05830,1
BSU_29740,BSU_05840,1
BSU_29740,BSU_05860,1
BSU_29740,BSU_24170,1
BSU_29740,BSU_24120,1
BSU_29740,BSU_24140,1
BSU_29740,BSU_24130,1
BSU_29740,BSU_24150,1
BSU_29740,BSU_24160,1
BSU_29740,BSU_09300,1
BSU_29740,BSU_29680,1
BSU_29740,BSU_33960,1
BSU_29740,BSU_22550,1
BSU_29740,BSU_22560,1
BSU_29740,BSU_22540,1
BSU_29740,BSU_03770,1
BSU_29740,BSU_03780,1
BSU_29740,BSU_18010,1
BSU_29740,BSU_18000,1
BSU_29740,BSU_25190,1
BSU_29740,BSU_35050,1
BSU_29740,BSU_25880,1
BSU_29740,BSU_25890,1
BSU_29740,BSU_18960,1
BSU_29740,BSU_39330,1
BSU_29740,BSU_10270,1
BSU_29740,BSU_37660,1
BSU_29740,BSU_23120,1
BSU_29740,BSU_23140,1
BSU_29740,BSU_23130,1
BSU_29740,BSU_23110,1
BSU_29740,BSU_23150,1
BSU_29740,BSU_04160,1
BSU_29740,BSU_28800,1
BSU_29740,BSU_28760,1
BSU_29740,BSU_28720,1
BSU_29740,BSU_28780,1
BSU_29740,BSU_28740,1
BSU_29740,BSU_28730,1
BSU_29740,BSU_28770,1
BSU_29740,BSU_28750,1
BSU_29740,BSU_28790,1
BSU_29740,BSU_38200,1
BSU_29740,BSU_38190,1
BSU_29740,BSU_12000,1
BSU_29740,BSU_38730,1
BSU_29740,BSU_38740,1
BSU_29740,BSU_38760,1
BSU_29740,BSU_38750,1
BSU_29740,BSU_19030,1
BSU_29740,BSU_19360,1
BSU_29740,BSU_19370,1
BSU_29740,BSU_06660,1
BSU_29740,BSU_29110,1
BSU_29740,BSU_29100,1
BSU_29740,BSU_34780,1
BSU_29740,BSU_34750,1
BSU_29740,BSU_34760,1
BSU_29740,BSU_34740,1
BSU_29740,BSU_34730,1
BSU_29740,BSU_34770,1
BSU_29740,BSU_27760,1
BSU_29740,BSU_27750,1
BSU_29740,BSU_34200,1
BSU_29740,BSU_35960,1
BSU_29740,BSU_35910,1
BSU_29740,BSU_35940,1
BSU_29740,BSU_35920,1
BSU_29740,BSU_35930,1
BSU_29740,BSU_35950,1
BSU_29740,BSU_38980,1
BSU_29740,BSU_38990,1
BSU_29740,BSU_39000,1
BSU_29740,BSU_38970,1
BSU_29740,BSU_07810,1
BSU_29740,BSU_07800,1
BSU_29740,BSU_07820,1
BSU_29740,BSU_29630,1
BSU_29740,BSU_30280,1
BSU_29740,BSU_30290,1
BSU_29740,BSU_30260,1
BSU_29740,BSU_30270,1
BSU_29740,BSU_30300,1
BSU_29740,BSU_28810,1
BSU_29740,BSU_40310,1
BSU_29740,BSU_40300,1
BSU_29740,BSU_07840,1
BSU_29740,BSU_09280,1
BSU_29740,BSU_09290,1
BSU_29740,BSU_22130,1
BSU_29740,BSU_22140,1
BSU_29740,BSU_04470,1
BSU_29740,BSU_28510,1
BSU_29740,BSU_39750,1
BSU_29740,BSU_39710,1
BSU_29740,BSU_39670,1
BSU_29740,BSU_39680,1
BSU_29740,BSU_39760,1
BSU_29740,BSU_39700,1
BSU_29740,BSU_39730,1
BSU_29740,BSU_39740,1
BSU_29740,BSU_39720,1
BSU_29740,BSU_39690,1
BSU_29740,BSU_29710,1
BSU_29740,BSU_29690,1
BSU_29740,BSU_29700,1
BSU_29740,BSU_10770,1
BSU_29740,BSU_17580,1
BSU_29740,BSU_17570,1
BSU_29740,BSU_17600,1
BSU_29740,BSU_17610,1
BSU_29740,BSU_03040,1
BSU_29740,BSU_38590,1
BSU_29740,BSU_38580,1
BSU_29740,BSU_38560,1
BSU_29740,BSU_38570,1
BSU_29740,BSU_28700,1
BSU_29740,BSU_28710,1
BSU_29740,BSU_29120,1
BSU_29740,BSU_29140,1
BSU_29740,BSU_29130,1
BSU_29740,BSU_23500,1
BSU_29740,BSU_23490,1
BSU_29740,BSU_08190,1
BSU_29740,BSU_08180,1
BSU_29740,BSU_08200,1
BSU_29740,BSU_08110,1
BSU_29740,BSU_08100,1
BSU_29740,BSU_39410,1
BSU_29740,BSU_39420,1
BSU_29740,BSU_39400,1
BSU_29740,BSU_19410,1
BSU_29740,BSU_20850,1
BSU_29740,BSU_22570,1
BSU_29740,BSU_06950,1
BSU_29740,BSU_06940,1
BSU_29740,BSU_06960,1
BSU_29740,BSU_34140,1
BSU_29740,BSU_34150,1
BSU_29740,BSU_34120,1
BSU_29740,BSU_34160,1
BSU_29740,BSU_34130,1
BSU_29740,BSU_29680,1
BSU_29740,BSU_29670,1
BSU_29740,BSU_23070,1
