G3043	G1161
G3043	G1635
G3043	G2764
G3043	G48
G3043	G47
G3043	G3479
G3043	G3480
G3043	G3481
G3043	G30
G3043	G31
G3043	G3130
G3043	G3320
G3043	G405
G3043	G404
G3043	G403
G3043	G402
G3043	G401
G3043	G3141
G3043	G4072
G3043	G4073
G3043	G4071
G3043	G4074
G3043	G831
G3043	G832
G3043	G833
G3043	G3461
G3043	G3460
G3043	G3582
G3043	G3583
G3043	G3834
G3043	G3601
G3043	G3599
G3043	G3600
G3043	G748
G3043	G2103
G3043	G2104
G3043	G2105
G3043	G2101
G3043	G2102
G3043	G2252
G3043	G2355
G3043	G2356
G3043	G2093
G3043	G3458
G3043	G1159
G3043	G3719
G3043	G413
G3043	G908
G3043	G909
G3043	G910
G3043	G911
G3043	G912
G3043	G913
G3043	G2956
G3043	G1628
G3043	G49
G3043	G110
G3043	G3749
G3043	G3748
G3043	G3747
G3043	G2602
G3043	G2600
G3043	G2015
G3043	G2014
G3043	G3363
G3043	G3364
G3043	G3010
G3043	G1149
G3043	G1150
G3043	G1152
G3043	G1151
G3043	G1148
G3043	G1037
G3043	G3138
G3043	G3140
G3043	G3139
G3043	G2096
G3043	G2097
G3043	G2957
G3043	G1254
G3043	G50
G3043	G840
G3043	G2952
G3043	G1029
G3043	G882
G3043	G378
G3043	G3459
G3043	G3016
G3043	G3015
G3043	G2953
G3043	G1193
G3043	G1331
G3043	G3693
G3043	G3699
G3043	G2722
G3043	G2954
G3043	G2955
G3043	G2958
G3043	G2601
G3043	G3042
G3043	G4066
G3043	G751
G3043	G3927
G3043	G1434
G3043	G1433
G3043	G3784
G3043	G1399
G3043	G1386
G3043	G1435
G3043	G3823
G3043	G3435
G3043	G2139
G3043	G2146
G3043	G3785
G3043	G2427
G3043	G3782
G3043	G3783
G3043	G3786
G3043	G3787
G3043	G3788
G3043	G3789
G3043	G3790
G3043	G3791
G3043	G3365
G3043	G2150
G3043	G2149
G3043	G2148
G3043	G2147
G3043	G2145
G3043	G2144
G3043	G2143
G3043	G2142
G3043	G2141
G3043	G2140
G3043	G2138
G3043	G936
G3043	G935
G3043	G3281
G3043	G3331
G3043	G3332
G3043	G3352
G3043	G112
G3043	G2098
G3043	G3330
G3043	G3333
G3043	G3282
G3043	G3009
G3043	G1107
G3043	G1398
G3043	G1455
G3043	G1469
G3043	G1692
G3043	G1693
G3043	G2783
G3043	G2868
G3043	G3006
G3043	G3007
G3043	G3008
G4086	G1327
G4086	G3542
G4086	G159
G4086	G3582
G4086	G3583
G4086	G2204
G4086	G1512
G4086	G161
G4086	G1149
