regulator,TF_id,gene_name,gene_id,effect,evidence,source
Crp,b3357,paaD,b1391,+,1,RegulonDB_TF
Crp,b3357,paaC,b1390,+,1,RegulonDB_TF
Crp,b3357,paaB,b1389,+,1,RegulonDB_TF
Crp,b3357,paaA,b1388,+,1,RegulonDB_TF
Crp,b3357,ompW,b1256,-,1,RegulonDB_TF
Crp,b3357,ompR,b3405,?,1,RegulonDB_TF
Crp,b3357,nusA,b3169,-,1,RegulonDB_TF
Crp,b3357,nupG,b2964,?,1,RegulonDB_TF
Crp,b3357,nmpC,b0553,+,1,RegulonDB_TF
Crp,b3357,nanT,b3224,+,1,RegulonDB_TF
Crp,b3357,nanS,b4309,+,1,RegulonDB_TF
Crp,b3357,nanM,b4310,+,1,RegulonDB_TF
Crp,b3357,nanK,b3222,+,1,RegulonDB_TF
Crp,b3357,nanE,b3223,+,1,RegulonDB_TF
Crp,b3357,nanC,b4311,+,1,RegulonDB_TF
Crp,b3357,nanA,b3225,+,1,RegulonDB_TF
Crp,b3357,nagE,b0679,?,1,RegulonDB_TF
Crp,b3357,nagC,b0676,?,1,RegulonDB_TF
Crp,b3357,nagA,b0677,?,1,RegulonDB_TF
Crp,b3357,tdcB,b3117,+,1,RegulonDB_TF
Crp,b3357,tdcC,b3116,+,1,RegulonDB_TF
Crp,b3357,tdcD,b3115,+,1,RegulonDB_TF
UlaR,b4191,ulaG,b4192,-,1,RegulonDB_TF
UvrY,b1914,csrB,b4408,+,1,RegulonDB_TF
UvrY,b1914,csrC,b4457,+,1,RegulonDB_TF
UvrY,b1914,luxS,b2687,+,1,RegulonDB_TF
UvrY,b1914,uhpT,b3666,+,1,RegulonDB_TF
UvrY,b1914,ydeP,b1501,+,1,RegulonDB_TF
UxuR,b4324,exuR,b3094,-,1,RegulonDB_TF
UxuR,b4324,gntP,b4321,-,1,RegulonDB_TF
UxuR,b4324,lgoR,b4357,-,1,RegulonDB_TF
Crp,b3357,ulaB,b4194,+,1,RegulonDB_TF
Crp,b3357,ulaA,b4193,+,1,RegulonDB_TF
UxuR,b4324,uxuA,b4322,-,1,RegulonDB_TF
UxuR,b4324,uxuB,b4323,-,1,RegulonDB_TF
Crp,b3357,uhpT,b3666,+,1,RegulonDB_TF
XylR,b3569,araC,b0064,-,1,RegulonDB_TF
XylR,b3569,xylA,b3565,+,1,RegulonDB_TF
XylR,b3569,xylB,b3564,+,1,RegulonDB_TF
XylR,b3569,xylE,b4031,+,1,RegulonDB_TF
XylR,b3569,xylF,b3566,+,1,RegulonDB_TF
XylR,b3569,xylG,b3567,+,1,RegulonDB_TF
XylR,b3569,xylH,b3568,+,1,RegulonDB_TF
Crp,b3357,ulaC,b4195,+,1,RegulonDB_TF
XylR,b3569,xylR,b3569,+,1,RegulonDB_TF
Crp,b3357,ulaD,b4196,+,1,RegulonDB_TF
Crp,b3357,ulaF,b4198,+,1,RegulonDB_TF
TrpR,b4393,trpE,b1264,-,1,RegulonDB_TF
TrpR,b4393,trpL,b1265,-,1,RegulonDB_TF
TrpR,b4393,trpR,b4393,-,1,RegulonDB_TF
TrpR,b4393,yaiA,b0389,-,1,RegulonDB_TF
TtdR,b3060,ttdA,b3061,+,1,RegulonDB_TF
TtdR,b3060,ttdB,b3062,+,1,RegulonDB_TF
TtdR,b3060,ttdR,b3060,+,1,RegulonDB_TF
TtdR,b3060,ttdT,b3063,+,1,RegulonDB_TF
TyrR,b1323,aroF,b2601,-,1,RegulonDB_TF
TyrR,b1323,aroG,b0754,-,1,RegulonDB_TF
TyrR,b1323,aroL,b0388,-,1,RegulonDB_TF
TyrR,b1323,aroM,b0390,-,1,RegulonDB_TF
TyrR,b1323,aroP,b0112,-,1,RegulonDB_TF
TyrR,b1323,folA,b0048,+,1,RegulonDB_TF
TyrR,b1323,mtr,b3161,+,1,RegulonDB_TF
TyrR,b1323,tyrA,b2600,-,1,RegulonDB_TF
TyrR,b1323,tyrB,b4054,-,1,RegulonDB_TF
TyrR,b1323,tyrP,b1907,?,1,RegulonDB_TF
Crp,b3357,umpH,b0675,?,1,RegulonDB_TF
TyrR,b1323,yaiA,b0389,-,1,RegulonDB_TF
UhpA,b3669,uhpT,b3666,+,1,RegulonDB_TF
Crp,b3357,ulaE,b4197,+,1,RegulonDB_TF
Crp,b3357,malI,b1620,?,1,RegulonDB_TF
YdeO,b1499,appA,b0980,+,1,RegulonDB_TF
YdeO,b1499,appC,b0978,+,1,RegulonDB_TF
YjjQ,b4365,flhC,b1891,-,1,RegulonDB_TF
YjjQ,b4365,flhD,b1892,-,1,RegulonDB_TF
YjjQ,b4365,gfcA,b0987,-,1,RegulonDB_TF
Crp,b3357,ugpA,b3452,+,1,RegulonDB_TF
Crp,b3357,udp,b3831,?,1,RegulonDB_TF
Crp,b3357,tsx,b0411,?,1,RegulonDB_TF
Crp,b3357,trxA,b3781,-,1,RegulonDB_TF
Crp,b3357,truB,b3166,-,1,RegulonDB_TF
YqhC,b3010,dkgA,b3012,+,1,RegulonDB_TF
ZntR,b3292,zntA,b3469,+,1,RegulonDB_TF
ZraR,b4004,zraP,b4002,+,1,RegulonDB_TF
ZraR,b4004,zraR,b4004,+,1,RegulonDB_TF
ZraR,b4004,zraS,b4003,+,1,RegulonDB_TF
Crp,b3357,trg,b1421,+,1,RegulonDB_TF
Zur,b4046,znuA,b1857,-,1,RegulonDB_TF
Zur,b4046,znuB,b1859,-,1,RegulonDB_TF
Zur,b4046,znuC,b1858,-,1,RegulonDB_TF
Crp,b3357,tdcG,b4471,+,1,RegulonDB_TF
Crp,b3357,tdcF,b3113,+,1,RegulonDB_TF
Crp,b3357,tdcE,b3114,+,1,RegulonDB_TF
Crp,b3357,ugpB,b3453,+,1,RegulonDB_TF
YdeO,b1499,appB,b0979,+,1,RegulonDB_TF
YhaJ,b3105,bssS,b1060,+,1,RegulonDB_TF
YefM-YoeB,"b2017,b4539",yoeB,b4539,-,1,RegulonDB_TF
YdeO,b1499,appX,b4592,+,1,RegulonDB_TF
YdeO,b1499,dctR,b3507,+,1,RegulonDB_TF
YdeO,b1499,gadE,b3512,+,1,RegulonDB_TF
YdeO,b1499,gadF,b4718,+,1,RegulonDB_TF
YdeO,b1499,gadW,b3515,+,1,RegulonDB_TF
YdeO,b1499,hyaA,b0972,+,1,RegulonDB_TF
YdeO,b1499,hyaB,b0973,+,1,RegulonDB_TF
YdeO,b1499,hyaC,b0974,+,1,RegulonDB_TF
YdeO,b1499,hyaD,b0975,+,1,RegulonDB_TF
YdeO,b1499,hyaE,b0976,+,1,RegulonDB_TF
YdeO,b1499,hyaF,b0977,+,1,RegulonDB_TF
YdeO,b1499,mdtE,b3513,+,1,RegulonDB_TF
YdeO,b1499,mdtF,b3514,+,1,RegulonDB_TF
Crp,b3357,ugpQ,b3449,+,1,RegulonDB_TF
YdeO,b1499,slp,b3506,+,1,RegulonDB_TF
YdeO,b1499,uspD,b3923,+,1,RegulonDB_TF
Crp,b3357,ugpE,b3451,+,1,RegulonDB_TF
YdeO,b1499,yiiS,b3922,+,1,RegulonDB_TF
YefM,b2017,yefM,b2017,-,1,RegulonDB_TF
YefM,b2017,yoeB,b4539,-,1,RegulonDB_TF
YefM-YoeB,"b2017,b4539",yefM,b2017,-,1,RegulonDB_TF
Crp,b3357,ugpC,b3450,+,1,RegulonDB_TF
ppGpp,b3650,uhpB,b3668,+,1,PMID:30971496
Crp,b3357,malG,b4032,+,1,RegulonDB_TF
Crp,b3357,malE,b4034,+,1,RegulonDB_TF
ppGpp,b3650,aroB,b3389,+,1,PMID:30971496
ppGpp,b3650,rpsJ,b3321,+,1,PMID:30971496
ppGpp,b3650,pdeL,b0315,+,1,PMID:30971496
ppGpp,b3650,ygdQ,b2832,+,1,PMID:30971496
ppGpp,b3650,trmJ,b2532,+,1,PMID:30971496
ppGpp,b3650,yfdG,b2350,+,1,PMID:30971496
ppGpp,b3650,mntP,b1821,+,1,PMID:30971496
ppGpp,b3650,ycaO,b0905,+,1,PMID:30971496
ppGpp,b3650,thiQ,b0066,+,1,PMID:30971496
ppGpp,b3650,efp,b4147,+,1,PMID:30971496
ppGpp,b3650,tsaC,b3282,+,1,PMID:30971496
ppGpp,b3650,purM,b2499,+,1,PMID:30971496
ppGpp,b3650,mdfA,b0842,+,1,PMID:30971496
ppGpp,b3650,purH,b4006,+,1,PMID:30971496
ppGpp,b3650,bioA,b0774,+,1,PMID:30971496
ppGpp,b3650,rplA,b3984,+,1,PMID:30971496
ppGpp,b3650,rplK,b3983,+,1,PMID:30971496
ppGpp,b3650,trmA,b3965,+,1,PMID:30971496
ppGpp,b3650,rpsO,b3165,+,1,PMID:30971496
ppGpp,b3650,menA,b3930,+,1,PMID:30971496
ppGpp,b3650,alx,b3088,+,1,PMID:30971496
ppGpp,b3650,nlpI,b3163,+,1,PMID:30971496
ppGpp,b3650,murJ,b1069,+,1,PMID:30971496
ppGpp,b3650,recF,b3700,+,1,PMID:30971496
ppGpp,b3650,kup,b3747,+,1,PMID:30971496
ppGpp,b3650,rfbX,b2037,+,1,PMID:30971496
ppGpp,b3650,mscK,b0465,+,1,PMID:30971496
ppGpp,b3650,ytfL,b4218,+,1,PMID:30971496
ppGpp,b3650,mreD,b3249,+,1,PMID:30971496
ppGpp,b3650,lpxB,b0182,+,1,PMID:30971496
ppGpp,b3650,artM,b0861,+,1,PMID:30971496
ppGpp,b3650,cspA,b3556,+,1,PMID:30971496
ppGpp,b3650,trhP,b2081,+,1,PMID:30971496
ppGpp,b3650,mnmG,b3741,+,1,PMID:30971496
ppGpp,b3650,purL,b2557,+,1,PMID:30971496
ppGpp,b3650,tsaB,b1807,+,1,PMID:30971496
ppGpp,b3650,yejM,b2188,+,1,PMID:30971496
ppGpp,b3650,ybjL,b0847,+,1,PMID:30971496
ppGpp,b3650,ldtB,b0819,+,1,PMID:30971496
ppGpp,b3650,ynjE,b1757,+,1,PMID:30971496
ppGpp,b3650,rlmN,b2517,+,1,PMID:30971496
ppGpp,b3650,mrdA,b0635,+,1,PMID:30971496
ppGpp,b3650,pheP,b0576,+,1,PMID:30971496
ppGpp,b3650,opgE,b0815,+,1,PMID:30971496
ppGpp,b3650,mrcA,b3396,+,1,PMID:30971496
ppGpp,b3650,panF,b3258,+,1,PMID:30971496
ppGpp,b3650,rplM,b3231,+,1,PMID:30971496
ppGpp,b3650,rpsI,b3230,+,1,PMID:30971496
ppGpp,b3650,obgE,b3183,+,1,PMID:30971496
ppGpp,b3650,prmA,b3259,+,1,PMID:30971496
ppGpp,b3650,ycfH,b1100,+,1,PMID:30971496
ppGpp,b3650,rpsT,b0023,+,1,PMID:30971496
ppGpp,b3650,rfbD,b2040,+,1,PMID:30971496
ppGpp,b3650,rnhB,b0183,+,1,PMID:30971496
ppGpp,b3650,pyrG,b2780,+,1,PMID:30971496
ppGpp,b3650,waaQ,b3632,+,1,PMID:30971496
ppGpp,b3650,rpsG,b3341,+,1,PMID:30971496
ppGpp,b3650,rarD,b3819,+,1,PMID:30971496
ppGpp,b3650,rplL,b3986,+,1,PMID:30971496
ppGpp,b3650,rpsK,b3297,+,1,PMID:30971496
ppGpp,b3650,rpsM,b3298,+,1,PMID:30971496
ppGpp,b3650,mepS,b2175,+,1,PMID:30971496
ppGpp,b3650,rplY,b2185,+,1,PMID:30971496
ppGpp,b3650,prmC,b1212,+,1,PMID:30971496
ppGpp,b3650,wbbH,b2035,+,1,PMID:30971496
ppGpp,b3650,rplQ,b3294,+,1,PMID:30971496
ppGpp,b3650,secY,b3300,+,1,PMID:30971496
ppGpp,b3650,yciA,b1253,+,1,PMID:30971496
ppGpp,b3650,waaG,b3631,+,1,PMID:30971496
ppGpp,b3650,metI,b0198,+,1,PMID:30971496
ppGpp,b3650,yojI,b2211,+,1,PMID:30971496
ppGpp,b3650,mltD,b0211,+,1,PMID:30971496
ppGpp,b3650,rplS,b2606,+,1,PMID:30971496
ppGpp,b3650,rpsL,b3342,+,1,PMID:30971496
ppGpp,b3650,dnaE,b0184,+,1,PMID:30971496
ppGpp,b3650,rnc,b2567,+,1,PMID:30971496
ppGpp,b3650,wecB,b3786,+,1,PMID:30971496
ppGpp,b3650,rfbB,b2041,+,1,PMID:30971496
ppGpp,b3650,rpsU,b3065,+,1,PMID:30971496
ppGpp,b3650,rpsP,b2609,+,1,PMID:30971496
ppGpp,b3650,gluQ,b0144,+,1,PMID:30971496
ppGpp,b3650,rnd,b1804,+,1,PMID:30971496
ppGpp,b3650,der,b2511,+,1,PMID:30971496
ppGpp,b3650,rimM,b2608,+,1,PMID:30971496
ppGpp,b3650,rbsA,b3749,+,1,PMID:30971496
ppGpp,b3650,wecC,b3787,+,1,PMID:30971496
ppGpp,b3650,trmD,b2607,+,1,PMID:30971496
ppGpp,b3650,tsx,b0411,+,1,PMID:30971496
ppGpp,b3650,mreC,b3250,+,1,PMID:30971496
ppGpp,b3650,rimP,b3170,+,1,PMID:30971496
ppGpp,b3650,truB,b3166,+,1,PMID:30971496
ppGpp,b3650,rplI,b4203,+,1,PMID:30971496
ppGpp,b3650,rplT,b1716,+,1,PMID:30971496
ppGpp,b3650,pgeF,b2593,+,1,PMID:30971496
ppGpp,b3650,rplJ,b3985,+,1,PMID:30971496
ppGpp,b3650,metN,b0199,+,1,PMID:30971496
ppGpp,b3650,rplU,b3186,+,1,PMID:30971496
ppGpp,b3650,parE,b3030,+,1,PMID:30971496
ppGpp,b3650,lepB,b2568,+,1,PMID:30971496
OmpR,b3405,narU,b1469,+,1,PMID:28526842
OmpR,b3405,narZ,b1468,+,1,PMID:28526842
OmpR,b3405,narY,b1467,+,1,PMID:28526842
OmpR,b3405,narW,b1466,+,1,PMID:28526842
OmpR,b3405,narV,b1465,+,1,PMID:28526842
OmpR,b3405,dtpA,b1634,+,1,PMID:28526842
OmpR,b3405,znuA,b1857,+,1,PMID:28526842
OmpR,b3405,ompC,b2215,+,1,PMID:28526842
OmpR,b3405,micF,b4439,+,1,PMID:28526842
OmpR,b3405,copA,b0484,-,1,PMID:28526842
OmpR,b3405,nmpC,b0553,-,1,PMID:28526842
OmpR,b3405,yccT,b0964,-,1,PMID:28526842
ppGpp,b3650,uup,b0949,+,1,PMID:30971496
OmpR,b3405,yobB,b1843,-,1,PMID:28526842
OmpR,b3405,exoX,b1844,-,1,PMID:28526842
OmpR,b3405,nuoN,b2276,-,1,PMID:28526842
OmpR,b3405,galP,b2943,-,1,PMID:28526842
OmpR,b3405,alx,b3088,-,1,PMID:28526842
OmpR,b3405,malE,b4034,-,1,PMID:28526842
OmpR,b3405,malF,b4033,-,1,PMID:28526842
OmpR,b3405,malG,b4032,-,1,PMID:28526842
OmpR,b3405,csgG,b1037,+,1,PMID:28526842
YieP,b3755,ykgE,b0306,-,1,PMID:33149261
OmpR,b3405,csgF,b1038,+,1,PMID:28526842
OmpR,b3405,csgD,b1040,+,1,PMID:28526842
Crp,b3357,lyxK,b3580,+,1,RegulonDB_TF
Crp,b3357,lsrR,b1512,+,1,RegulonDB_TF
Crp,b3357,lsrK,b1511,+,1,RegulonDB_TF
Crp,b3357,lsrG,b1518,+,1,RegulonDB_TF
Crp,b3357,lsrF,b1517,+,1,RegulonDB_TF
Crp,b3357,lsrD,b1515,+,1,RegulonDB_TF
Crp,b3357,lsrC,b1514,+,1,RegulonDB_TF
Crp,b3357,lsrB,b1516,+,1,RegulonDB_TF
Crp,b3357,lsrA,b1513,+,1,RegulonDB_TF
Crp,b3357,lhgD,b2660,+,1,RegulonDB_TF
Crp,b3357,lamB,b4036,+,1,RegulonDB_TF
Crp,b3357,lacZ,b0344,?,1,RegulonDB_TF
Crp,b3357,lacY,b0343,?,1,RegulonDB_TF
Crp,b3357,lacI,b0345,+,1,RegulonDB_TF
Crp,b3357,lacA,b0342,?,1,RegulonDB_TF
Crp,b3357,kbaZ,b3132,+,1,RegulonDB_TF
Crp,b3357,ivbL,b3672,+,1,RegulonDB_TF
Crp,b3357,infB,b3168,-,1,RegulonDB_TF
Crp,b3357,ilvN,b3670,+,1,RegulonDB_TF
Crp,b3357,ilvB,b3671,+,1,RegulonDB_TF
OmpR,b3405,ompF,b0929,+,1,PMID:28526842
OmpR,b3405,csgE,b1039,+,1,PMID:28526842
Crp,b3357,malF,b4033,+,1,RegulonDB_TF
YieP,b3755,ykgF,b0307,-,1,PMID:33149261
YieP,b3755,yohJ,b2141,-,1,PMID:33149261
ppGpp,b3650,adeP,b3714,+,1,PMID:30971496
ppGpp,b3650,suhB,b2533,+,1,PMID:30971496
ppGpp,b3650,xanP,b3654,+,1,PMID:30971496
ppGpp,b3650,ydiY,b1722,+,1,PMID:30971496
ppGpp,b3650,rapA,b0059,+,1,PMID:30971496
ppGpp,b3650,dusB,b3260,+,1,PMID:30971496
ppGpp,b3650,rluA,b0058,+,1,PMID:30971496
ppGpp,b3650,yihG,b3862,+,1,PMID:30971496
ppGpp,b3650,yjeM,b4156,+,1,PMID:30971496
ppGpp,b3650,pheS,b1714,+,1,PMID:30971496
ppGpp,b3650,prfC,b4375,+,1,PMID:30971496
ppGpp,b3650,yhbE,b3184,+,1,PMID:30971496
ppGpp,b3650,sdaB,b2797,+,1,PMID:30971496
ppGpp,b3650,dnaG,b3066,+,1,PMID:30971496
ppGpp,b3650,rluB,b1269,+,1,PMID:30971496
ppGpp,b3650,secE,b3981,+,1,PMID:30971496
ppGpp,b3650,purR,b1658,+,1,PMID:30971496
ppGpp,b3650,secG,b3175,+,1,PMID:30971496
ppGpp,b3650,nusG,b3982,+,1,PMID:30971496
ppGpp,b3650,aroK,b3390,+,1,PMID:30971496
ppGpp,b3650,pssA,b2585,+,1,PMID:30971496
ppGpp,b3650,rsxA,b1627,+,1,PMID:30971496
YieP,b3755,ykgG,b0308,-,1,PMID:33149261
ppGpp,b3650,satP,b0010,+,1,PMID:30971496
ppGpp,b3650,codB,b0336,+,1,PMID:30971496
YieP,b3755,yohK,b2142,-,1,PMID:33149261
YieP,b3755,adiY,b4116,-,1,PMID:33149261
YgbI,b2735,ygbJ,b2736,-,1,PMID:31797920
YgbI,b2735,ygbK,b2737,-,1,PMID:31797920
YgbI,b2735,ygbL,b2738,-,1,PMID:31797920
YgbI,b2735,ygbM,b2739,-,1,PMID:31797920
YgbI,b2735,ygbN,b2740,-,1,PMID:31797920
ppGpp,b3650,ydgI,b1605,+,1,PMID:30971496
ppGpp,b3650,mgtA,b4242,+,1,PMID:30971496
ppGpp,b3650,deaD,b3162,+,1,PMID:30971496
ppGpp,b3650,lysP,b2156,+,1,PMID:30971496
ppGpp,b3650,ybiT,b0820,+,1,PMID:30971496
ppGpp,b3650,sdaC,b2796,+,1,PMID:30971496
ppGpp,b3650,apt,b0469,+,1,PMID:30971496
ppGpp,b3650,greA,b3181,+,1,PMID:30971496
ppGpp,b3650,plaP,b2014,+,1,PMID:30971496
ppGpp,b3650,ygiQ,b4469,+,1,PMID:30971496
ppGpp,b3650,ghxP,b4064,+,1,PMID:30971496
ppGpp,b3650,epmA,b4155,+,1,PMID:30971496
ppGpp,b3650,rsxC,b1629,+,1,PMID:30971496
ppGpp,b3650,rsxB,b1628,+,1,PMID:30971496
ppGpp,b3650,rpsN,b3307,+,1,PMID:30971496
ppGpp,b3650,gsiB,b0830,-,1,PMID:30971496
ppGpp,b3650,rpmE,b3936,+,1,PMID:30971496
Crp,b3357,araB,b0063,+,1,RegulonDB_TF
Crp,b3357,araA,b0062,+,1,RegulonDB_TF
Crp,b3357,ansB,b2957,+,1,RegulonDB_TF
Crp,b3357,aldB,b3588,+,1,RegulonDB_TF
Crp,b3357,agaW,b3134,+,1,RegulonDB_TF
Crp,b3357,agaV,b3133,+,1,RegulonDB_TF
Crp,b3357,agaA,b3135,+,1,RegulonDB_TF
Crp,b3357,aer,b3072,+,1,RegulonDB_TF
Crp,b3357,actP,b4067,+,1,RegulonDB_TF
Crp,b3357,acs,b4069,+,1,RegulonDB_TF
CreB,b4398,creD,b4400,+,1,RegulonDB_TF
Cra,b0080,yeaD,b1780,-,1,RegulonDB_TF
Cra,b0080,pykF,b1676,-,1,RegulonDB_TF
Crp,b3357,araC,b0064,+,1,RegulonDB_TF
Cra,b0080,ptsI,b2416,?,1,RegulonDB_TF
Cra,b0080,ppsA,b1702,+,1,RegulonDB_TF
Cra,b0080,pgk,b2926,-,1,RegulonDB_TF
Cra,b0080,pfkA,b3916,-,1,RegulonDB_TF
Cra,b0080,pdeL,b0315,-,1,RegulonDB_TF
Cra,b0080,pck,b3403,+,1,RegulonDB_TF
Cra,b0080,mtlR,b3601,-,1,RegulonDB_TF
Cra,b0080,mtlD,b3600,-,1,RegulonDB_TF
Cra,b0080,mtlA,b3599,-,1,RegulonDB_TF
Cra,b0080,icd,b1136,+,1,RegulonDB_TF
Cra,b0080,hypF,b2712,-,1,RegulonDB_TF
Cra,b0080,gapA,b1779,-,1,RegulonDB_TF
Cra,b0080,fbaA,b2925,-,1,RegulonDB_TF
Cra,b0080,epd,b2927,-,1,RegulonDB_TF
Cra,b0080,ptsH,b2415,?,1,RegulonDB_TF
Cra,b0080,eno,b2779,-,1,RegulonDB_TF
Crp,b3357,araD,b0061,+,1,RegulonDB_TF
Crp,b3357,araF,b1901,+,1,RegulonDB_TF
Crp,b3357,cpdB,b4213,+,1,RegulonDB_TF
Crp,b3357,comR,b1111,-,1,RegulonDB_TF
Crp,b3357,chbR,b1735,+,1,RegulonDB_TF
Crp,b3357,chbG,b1733,+,1,RegulonDB_TF
Crp,b3357,chbF,b1734,+,1,RegulonDB_TF
Crp,b3357,chbC,b1737,+,1,RegulonDB_TF
Crp,b3357,chbB,b1738,+,1,RegulonDB_TF
Crp,b3357,chbA,b1736,+,1,RegulonDB_TF
Crp,b3357,cdd,b2143,?,1,RegulonDB_TF
Crp,b3357,casE,b2756,-,1,RegulonDB_TF
Crp,b3357,casD,b2757,-,1,RegulonDB_TF
Crp,b3357,casC,b2758,-,1,RegulonDB_TF
Crp,b3357,casB,b2759,-,1,RegulonDB_TF
Crp,b3357,araE,b2841,+,1,RegulonDB_TF
Crp,b3357,casA,b2760,-,1,RegulonDB_TF
Crp,b3357,cas1,b2755,-,1,RegulonDB_TF
Crp,b3357,btsT,b4354,+,1,RegulonDB_TF
Crp,b3357,bhsA,b1112,-,1,RegulonDB_TF
Crp,b3357,bglG,b3723,+,1,RegulonDB_TF
Crp,b3357,bglF,b3722,+,1,RegulonDB_TF
Crp,b3357,bglB,b3721,+,1,RegulonDB_TF
Crp,b3357,ascF,b2715,+,1,RegulonDB_TF
Crp,b3357,ascB,b2716,+,1,RegulonDB_TF
Crp,b3357,aroA,b0908,-,1,RegulonDB_TF
Crp,b3357,argG,b3172,+,1,RegulonDB_TF
Crp,b3357,araJ,b0396,?,1,RegulonDB_TF
Crp,b3357,araH,b4460,+,1,RegulonDB_TF
Crp,b3357,araG,b1900,+,1,RegulonDB_TF
Crp,b3357,cas2,b2754,-,1,RegulonDB_TF
Crp,b3357,crp,b3357,?,1,RegulonDB_TF
Cra,b0080,edd,b1851,-,1,RegulonDB_TF
Cra,b0080,cydB,b0734,+,1,RegulonDB_TF
CpxR,b3912,mdtA,b2074,+,1,RegulonDB_TF
CpxR,b3912,marR,b1530,+,1,RegulonDB_TF
CpxR,b3912,marB,b1532,+,1,RegulonDB_TF
CpxR,b3912,marA,b1531,+,1,RegulonDB_TF
CpxR,b3912,ldtD,b0925,+,1,RegulonDB_TF
CpxR,b3912,ldtC,b1113,+,1,RegulonDB_TF
CpxR,b3912,kbp,b2665,+,1,RegulonDB_TF
CpxR,b3912,hha,b0460,+,1,RegulonDB_TF
CpxR,b3912,ftnB,b1902,+,1,RegulonDB_TF
CpxR,b3912,efeU,b4490,-,1,RegulonDB_TF
CpxR,b3912,dsbA,b3860,+,1,RegulonDB_TF
CpxR,b3912,dgcZ,b1535,+,1,RegulonDB_TF
CpxR,b3912,degP,b0161,+,1,RegulonDB_TF
CpxR,b3912,mdtB,b2075,+,1,RegulonDB_TF
CpxR,b3912,cyaR,b4438,-,1,RegulonDB_TF
CpxR,b3912,csgF,b1038,-,1,RegulonDB_TF
CpxR,b3912,csgE,b1039,-,1,RegulonDB_TF
CpxR,b3912,csgD,b1040,-,1,RegulonDB_TF
CpxR,b3912,csgC,b1043,-,1,RegulonDB_TF
CpxR,b3912,csgB,b1041,-,1,RegulonDB_TF
CpxR,b3912,csgA,b1042,-,1,RegulonDB_TF
CpxR,b3912,cpxR,b3912,+,1,RegulonDB_TF
CpxR,b3912,cpxQ,b4716,+,1,RegulonDB_TF
CpxR,b3912,cpxP,b4484,+,1,RegulonDB_TF
CpxR,b3912,cpxA,b3911,+,1,RegulonDB_TF
CpxR,b3912,cheW,b1887,-,1,RegulonDB_TF
CpxR,b3912,cheA,b1888,-,1,RegulonDB_TF
CpxR,b3912,baeS,b2078,+,1,RegulonDB_TF
CpxR,b3912,csgG,b1037,-,1,RegulonDB_TF
Cra,b0080,eda,b1850,-,1,RegulonDB_TF
CpxR,b3912,mdtC,b2076,+,1,RegulonDB_TF
CpxR,b3912,motA,b1890,-,1,RegulonDB_TF
Cra,b0080,cydA,b0733,+,1,RegulonDB_TF
Cra,b0080,csgG,b1037,+,1,RegulonDB_TF
Cra,b0080,csgF,b1038,+,1,RegulonDB_TF
Cra,b0080,csgE,b1039,+,1,RegulonDB_TF
Cra,b0080,csgD,b1040,+,1,RegulonDB_TF
Cra,b0080,crr,b2417,?,1,RegulonDB_TF
Cra,b0080,crp,b3357,+,1,RegulonDB_TF
Cra,b0080,adhE,b1241,-,1,RegulonDB_TF
Cra,b0080,aceK,b4016,+,1,RegulonDB_TF
Cra,b0080,aceB,b4014,+,1,RegulonDB_TF
Cra,b0080,aceA,b4015,+,1,RegulonDB_TF
CpxR,b3912,yqjA,b3095,+,1,RegulonDB_TF
CpxR,b3912,yqaE,b2666,+,1,RegulonDB_TF
CpxR,b3912,mdtD,b2077,+,1,RegulonDB_TF
CpxR,b3912,yebE,b1846,+,1,RegulonDB_TF
CpxR,b3912,ung,b2580,-,1,RegulonDB_TF
CpxR,b3912,tsr,b4355,-,1,RegulonDB_TF
CpxR,b3912,tomB,b0461,+,1,RegulonDB_TF
CpxR,b3912,srkA,b3859,+,1,RegulonDB_TF
CpxR,b3912,spy,b1743,+,1,RegulonDB_TF
CpxR,b3912,slt,b4392,+,1,RegulonDB_TF
CpxR,b3912,rprA,b4431,+,1,RegulonDB_TF
CpxR,b3912,ppiD,b0441,+,1,RegulonDB_TF
CpxR,b3912,ppiA,b3363,+,1,RegulonDB_TF
CpxR,b3912,ompF,b0929,-,1,RegulonDB_TF
CpxR,b3912,ompC,b2215,+,1,RegulonDB_TF
CpxR,b3912,mzrA,b3096,+,1,RegulonDB_TF
CpxR,b3912,motB,b1889,-,1,RegulonDB_TF
CpxR,b3912,yccA,b0970,+,1,RegulonDB_TF
CpxR,b3912,baeR,b2079,+,1,RegulonDB_TF
Crp,b3357,crr,b2417,?,1,RegulonDB_TF
Crp,b3357,cspE,b0623,+,1,RegulonDB_TF
Crp,b3357,hpt,b0125,+,1,RegulonDB_TF
Crp,b3357,hofP,b3392,+,1,RegulonDB_TF
Crp,b3357,hofO,b3393,+,1,RegulonDB_TF
Crp,b3357,hofN,b3394,+,1,RegulonDB_TF
Crp,b3357,hofM,b3395,+,1,RegulonDB_TF
Crp,b3357,hofC,b0106,+,1,RegulonDB_TF
Crp,b3357,hofB,b0107,+,1,RegulonDB_TF
Crp,b3357,hlyE,b1182,+,1,RegulonDB_TF
Crp,b3357,hfq,b4172,-,1,RegulonDB_TF
Crp,b3357,hflX,b4173,-,1,RegulonDB_TF
Crp,b3357,hflK,b4174,-,1,RegulonDB_TF
Crp,b3357,hflC,b4175,-,1,RegulonDB_TF
