regulator,TF_id,gene_name,gene_id,effect,evidence,source
ryhB,b4451,entC,b0593,+,0,RegulonDB_sRNA
ryhB,b4451,entB,b0595,+,0,RegulonDB_sRNA
ryhB,b4451,cysE,b3607,-,0,RegulonDB_sRNA
oxyS,b4458,uhpT,b3666,+,0,RegulonDB_sRNA
oxyS,b4458,rpoS,b2741,-,0,RegulonDB_sRNA
oxyS,b4458,rlmD,b2785,-,0,RegulonDB_sRNA
omrB,b4445,actP,b4067,-,0,RegulonDB_sRNA
omrA,b4444,ykfB,b0250,-,0,RegulonDB_sRNA
omrA,b4444,yjcH,b4068,-,0,RegulonDB_sRNA
omrA,b4444,yiaL,b3576,-,0,RegulonDB_sRNA
omrA,b4444,ybeT,b0647,+,0,RegulonDB_sRNA
omrA,b4444,yahO,b0329,-,0,RegulonDB_sRNA
omrA,b4444,tsaD,b3064,+,0,RegulonDB_sRNA
omrA,b4444,tcyJ,b1920,-,0,RegulonDB_sRNA
omrA,b4444,sdaC,b2796,-,0,RegulonDB_sRNA
omrA,b4444,sdaB,b2797,-,0,RegulonDB_sRNA
omrA,b4444,rcnB,b2107,-,0,RegulonDB_sRNA
omrA,b4444,rclA,b0304,+,0,RegulonDB_sRNA
omrA,b4444,osmB,b1283,-,0,RegulonDB_sRNA
omrA,b4444,ompX,b0814,+,0,RegulonDB_sRNA
omrA,b4444,ompT,b0565,-,0,RegulonDB_sRNA
omrA,b4444,ompR,b3405,-,0,RegulonDB_sRNA
omrA,b4444,gntP,b4321,-,0,RegulonDB_sRNA
omrA,b4444,folP,b3177,-,0,RegulonDB_sRNA
omrA,b4444,fimA,b4314,-,0,RegulonDB_sRNA
omrA,b4444,fepA,b0584,-,0,RegulonDB_sRNA
omrA,b4444,fecA,b4291,-,0,RegulonDB_sRNA
omrA,b4444,dppF,b3540,+,0,RegulonDB_sRNA
omrA,b4444,dppB,b3543,+,0,RegulonDB_sRNA
omrA,b4444,dld,b2133,-,0,RegulonDB_sRNA
omrA,b4444,csgF,b1038,-,0,RegulonDB_sRNA
omrB,b4445,btuB,b3966,-,0,RegulonDB_sRNA
omrB,b4445,cirA,b2155,-,0,RegulonDB_sRNA
omrB,b4445,csgD,b1040,-,0,RegulonDB_sRNA
omrB,b4445,csgF,b1038,-,0,RegulonDB_sRNA
oxyS,b4458,pqqL,b1494,+,0,RegulonDB_sRNA
oxyS,b4458,hdeA,b3510,-,0,RegulonDB_sRNA
oxyS,b4458,gadB,b1493,-,0,RegulonDB_sRNA
oxyS,b4458,fhlA,b2731,-,0,RegulonDB_sRNA
oxyS,b4458,dps,b0812,-,0,RegulonDB_sRNA
omrB,b4445,yjcH,b4068,-,0,RegulonDB_sRNA
omrB,b4445,yiaL,b3576,-,0,RegulonDB_sRNA
omrB,b4445,yahO,b0329,-,0,RegulonDB_sRNA
omrB,b4445,tcyJ,b1920,-,0,RegulonDB_sRNA
omrB,b4445,sdaC,b2796,-,0,RegulonDB_sRNA
omrB,b4445,sdaB,b2797,-,0,RegulonDB_sRNA
omrB,b4445,rcnB,b2107,-,0,RegulonDB_sRNA
ryhB,b4451,ydbK,b1378,-,0,RegulonDB_sRNA
omrB,b4445,rclC,b0301,+,0,RegulonDB_sRNA
omrB,b4445,rclA,b0304,+,0,RegulonDB_sRNA
omrB,b4445,ompX,b0814,+,0,RegulonDB_sRNA
omrB,b4445,ompT,b0565,-,0,RegulonDB_sRNA
omrB,b4445,ompR,b3405,-,0,RegulonDB_sRNA
omrB,b4445,gntP,b4321,-,0,RegulonDB_sRNA
omrB,b4445,folP,b3177,-,0,RegulonDB_sRNA
omrB,b4445,fimA,b4314,-,0,RegulonDB_sRNA
omrB,b4445,fecA,b4291,-,0,RegulonDB_sRNA
omrB,b4445,essD,b0554,-,0,RegulonDB_sRNA
omrB,b4445,dppF,b3540,+,0,RegulonDB_sRNA
omrB,b4445,dppB,b3543,+,0,RegulonDB_sRNA
omrB,b4445,dld,b2133,-,0,RegulonDB_sRNA
omrB,b4445,rclB,b0303,+,0,RegulonDB_sRNA
ryhB,b4451,yeaC,b1777,-,0,RegulonDB_sRNA
sdsR,b4433,ryeA,b4432,?,0,RegulonDB_sRNA
sgrS,b4577,ptsG,b1101,-,0,RegulonDB_sRNA
YidZ,b3711,yqeA,b2874,?,0,Gao2021
YidZ,b3711,yqeF,b2844,?,0,Gao2021
YidZ,b3711,recC,b2822,?,0,Gao2021
YidZ,b3711,relA,b2784,?,0,Gao2021
YidZ,b3711,pyrG,b2780,?,0,Gao2021
YidZ,b3711,ygbA,b2732,?,0,Gao2021
YidZ,b3711,gshA,b2688,?,0,Gao2021
YidZ,b3711,nrdI,b2674,?,0,Gao2021
YidZ,b3711,lhgD,b2660,?,0,Gao2021
YidZ,b3711,mltF,b2558,?,0,Gao2021
YidZ,b3711,hcaF,b2539,?,0,Gao2021
YidZ,b3711,iscR,b2531,?,0,Gao2021
YidZ,b3711,hyfH,b2488,?,0,Gao2021
YidZ,b3711,hyfB,b2482,?,0,Gao2021
YidZ,b3711,tktB,b2465,?,0,Gao2021
YidZ,b3711,hisJ,b2309,?,0,Gao2021
YidZ,b3711,nuoG,b2283,?,0,Gao2021
YidZ,b3711,ubiG,b2232,?,0,Gao2021
YidZ,b3711,yehX,b2129,?,0,Gao2021
YidZ,b3711,yehB,b2109,?,0,Gao2021
YidZ,b3711,yegD,b2069,?,0,Gao2021
YidZ,b3711,dacD,b2010,?,0,Gao2021
YidZ,b3711,dcm,b1961,?,0,Gao2021
YidZ,b3711,fliZ,b1921,?,0,Gao2021
YidZ,b3711,otsA,b1896,?,0,Gao2021
YidZ,b3711,fumE,b2929,?,0,Gao2021
YidZ,b3711,gss,b2988,?,0,Gao2021
YidZ,b3711,rpsU,b3065,?,0,Gao2021
YidZ,b3711,mug,b3068,?,0,Gao2021
YidZ,b3711,proP,b4111,?,0,Gao2021
YidZ,b3711,alsB,b4088,?,0,Gao2021
YidZ,b3711,mdtN,b4082,?,0,Gao2021
YidZ,b3711,gltP,b4077,?,0,Gao2021
YidZ,b3711,lamB,b4036,?,0,Gao2021
YidZ,b3711,malE,b4034,?,0,Gao2021
YidZ,b3711,birA,b3973,?,0,Gao2021
YidZ,b3711,argH,b3960,?,0,Gao2021
YidZ,b3711,cpxP,b4484,?,0,Gao2021
YidZ,b3711,yihQ,b3878,?,0,Gao2021
YidZ,b3711,fadB,b3846,?,0,Gao2021
YidZ,b3711,fadA,b3845,?,0,Gao2021
YidZ,b3711,ynjB,b1754,?,0,Gao2021
YidZ,b3711,ppiC,b3775,?,0,Gao2021
YidZ,b3711,rnpA,b3704,?,0,Gao2021
YidZ,b3711,waaP,b3630,?,0,Gao2021
YidZ,b3711,cysE,b3607,?,0,Gao2021
YidZ,b3711,mdtF,b3514,?,0,Gao2021
YidZ,b3711,malT,b3418,?,0,Gao2021
YidZ,b3711,yrfG,b3399,?,0,Gao2021
YidZ,b3711,hofQ,b3391,?,0,Gao2021
YidZ,b3711,acrF,b3266,?,0,Gao2021
YidZ,b3711,yhdH,b3253,?,0,Gao2021
YidZ,b3711,rapZ,b3205,?,0,Gao2021
YidZ,b3711,dacB,b3182,?,0,Gao2021
YidZ,b3711,yraK,b3145,?,0,Gao2021
YidZ,b3711,rbsD,b3748,?,0,Gao2021
YciT,b1284,nanS,b4309,?,0,Gao2021
YidZ,b3711,thrS,b1719,?,0,Gao2021
YidZ,b3711,ydhV,b1673,?,0,Gao2021
YidZ,b3711,mngB,b0732,?,0,Gao2021
YidZ,b3711,uof,b4637,?,0,Gao2021
YidZ,b3711,lpxH,b0524,?,0,Gao2021
YidZ,b3711,ybbO,b0493,?,0,Gao2021
YidZ,b3711,ybaL,b0478,?,0,Gao2021
YidZ,b3711,acrR,b0464,?,0,Gao2021
YidZ,b3711,clpX,b0438,?,0,Gao2021
YidZ,b3711,phoA,b0383,?,0,Gao2021
YidZ,b3711,insF-2,b0372,?,0,Gao2021
YidZ,b3711,tauA,b0365,?,0,Gao2021
YidZ,b3711,mhpT,b0353,?,0,Gao2021
YidZ,b3711,lacZ,b0344,?,0,Gao2021
YidZ,b3711,yagP,b0282,?,0,Gao2021
YidZ,b3711,rof,b0189,?,0,Gao2021
YidZ,b3711,panB,b0134,?,0,Gao2021
YidZ,b3711,murD,b0088,?,0,Gao2021
symR,b4625,symE,b4347,-,0,RegulonDB_sRNA
spf,b3864,galK,b0757,-,0,RegulonDB_sRNA
sokC,b4413,mokC,b0018,-,0,RegulonDB_sRNA
sokB,b4429,mokB,b1420,-,0,RegulonDB_sRNA
sibE,b4611,ibsE,b4666,-,0,RegulonDB_sRNA
sibD,b4447,ibsD,b4664,-,0,RegulonDB_sRNA
sibC,b4446,ibsC,b4665,-,0,RegulonDB_sRNA
sibB,b4437,ibsB,b4668,-,0,RegulonDB_sRNA
sibA,b4436,ibsA,b4667,-,0,RegulonDB_sRNA
YidZ,b3711,cydA,b0733,?,0,Gao2021
YidZ,b3711,galE,b0759,?,0,Gao2021
YidZ,b3711,clsB,b0789,?,0,Gao2021
YidZ,b3711,ybiA,b0798,?,0,Gao2021
YidZ,b3711,ydhR,b1667,?,0,Gao2021
YidZ,b3711,slyB,b1641,?,0,Gao2021
YidZ,b3711,pntA,b1603,?,0,Gao2021
YidZ,b3711,ynfM,b1596,?,0,Gao2021
YidZ,b3711,ydfE,b1577,?,0,Gao2021
YidZ,b3711,yddJ,b1470,?,0,Gao2021
YidZ,b3711,mnaT,b1448,?,0,Gao2021
YidZ,b3711,cybB,b1418,?,0,Gao2021
YidZ,b3711,,b1417,?,0,Gao2021
YidZ,b3711,aldA,b1415,?,0,Gao2021
YidZ,b3711,pspD,b1307,?,0,Gao2021
YidZ,b3711,puuR,b1299,?,0,Gao2021
YidZ,b3711,lpp,b1677,?,0,Gao2021
YidZ,b3711,pgpB,b1278,?,0,Gao2021
YidZ,b3711,ychQ,b1213,?,0,Gao2021
YidZ,b3711,dhaR,b1201,?,0,Gao2021
YidZ,b3711,beeE,b1151,?,0,Gao2021
YidZ,b3711,comR,b1111,?,0,Gao2021
YidZ,b3711,ghrA,b1033,?,0,Gao2021
YidZ,b3711,torD,b0998,?,0,Gao2021
YidZ,b3711,appB,b0979,?,0,Gao2021
YidZ,b3711,lrp,b0889,?,0,Gao2021
YidZ,b3711,moeA,b0827,?,0,Gao2021
YidZ,b3711,moeB,b0826,?,0,Gao2021
YidZ,b3711,ybiU,b0821,?,0,Gao2021
YidZ,b3711,ybiT,b0820,?,0,Gao2021
YidZ,b3711,acnA,b1276,?,0,Gao2021
omrA,b4444,csgD,b1040,-,0,RegulonDB_sRNA
YciT,b1284,yjiT,b4342,?,0,Gao2021
YciT,b1284,yjjI,b4380,?,0,Gao2021
YeiE,b2157,degS,b3235,?,0,Gao2021
YeiE,b2157,gltF,b3214,?,0,Gao2021
YeiE,b2157,yraJ,b3144,?,0,Gao2021
YeiE,b2157,agaB,b3138,?,0,Gao2021
YeiE,b2157,cyuP,b3110,?,0,Gao2021
YeiE,b2157,ebgR,b3075,?,0,Gao2021
YeiE,b2157,dnaG,b3066,?,0,Gao2021
YeiE,b2157,argO,b2923,?,0,Gao2021
YeiE,b2157,ygeF,b2850,?,0,Gao2021
YeiE,b2157,cysJ,b2764,?,0,Gao2021
YeiE,b2157,yfjH,b2623,?,0,Gao2021
YeiE,b2157,yfhM,b2520,?,0,Gao2021
YeiE,b2157,der,b2511,?,0,Gao2021
YeiE,b2157,yfgJ,b2510,?,0,Gao2021
YeiE,b2157,yfdV,b2372,?,0,Gao2021
YeiE,b2157,yfcC,b2298,?,0,Gao2021
YeiE,b2157,ftp,b2214,?,0,Gao2021
YeiE,b2157,yeiH,b2158,?,0,Gao2021
YeiE,b2157,yeiE,b2157,?,0,Gao2021
YeiE,b2157,yeiG,b2154,?,0,Gao2021
YeiE,b2157,thiD,b2103,?,0,Gao2021
YeiE,b2157,sbcB,b2011,?,0,Gao2021
YeiE,b2157,yodB,b1974,?,0,Gao2021
YeiE,b2157,yoaC,b1810,?,0,Gao2021
YeiE,b2157,ydjE,b1769,?,0,Gao2021
YeiE,b2157,yrdF,b4697,?,0,Gao2021
YeiE,b2157,gdhA,b1761,?,0,Gao2021
YeiE,b2157,rpmJ,b3299,?,0,Gao2021
YeiE,b2157,pck,b3403,?,0,Gao2021
YbaQ,b0483,fixB,b0042,?,0,Gao2021
YeiE,b2157,yjjJ,b4385,?,0,Gao2021
YeiE,b2157,pepA,b4260,?,0,Gao2021
YeiE,b2157,lysU,b4129,?,0,Gao2021
YeiE,b2157,dcuS,b4125,?,0,Gao2021
YeiE,b2157,dcuR,b4124,?,0,Gao2021
YeiE,b2157,fdhF,b4079,?,0,Gao2021
YeiE,b2157,ubiC,b4039,?,0,Gao2021
YeiE,b2157,yjaG,b3999,?,0,Gao2021
YeiE,b2157,yiiS,b3922,?,0,Gao2021
YeiE,b2157,yiiM,b3910,?,0,Gao2021
YeiE,b2157,rhaD,b3902,?,0,Gao2021
YeiE,b2157,yiiF,b3890,?,0,Gao2021
YeiE,b2157,yihN,b3874,?,0,Gao2021
YeiE,b2157,trkH,b3849,?,0,Gao2021
YeiE,b2157,rbsA,b3749,?,0,Gao2021
YeiE,b2157,atpH,b3735,?,0,Gao2021
YeiE,b2157,yidZ,b3711,?,0,Gao2021
YeiE,b2157,mdtL,b3710,?,0,Gao2021
YeiE,b2157,ilvN,b3670,?,0,Gao2021
YeiE,b2157,uhpT,b3666,?,0,Gao2021
YeiE,b2157,yicH,b3655,?,0,Gao2021
YeiE,b2157,yibQ,b3614,?,0,Gao2021
YeiE,b2157,xylB,b3564,?,0,Gao2021
YeiE,b2157,mdtF,b3514,?,0,Gao2021
YeiE,b2157,chiA,b3338,?,0,Gao2021
YeiE,b2157,osmE,b1739,?,0,Gao2021
YeiE,b2157,rpmI,b1717,?,0,Gao2021
YeiE,b2157,aroH,b1704,?,0,Gao2021
YeiE,b2157,speF,b0693,?,0,Gao2021
YeiE,b2157,mrdA,b0635,?,0,Gao2021
YeiE,b2157,dcuC,b0621,?,0,Gao2021
YeiE,b2157,ybdO,b0603,?,0,Gao2021
YeiE,b2157,ybcQ,b0551,?,0,Gao2021
YeiE,b2157,sfmH,b0533,?,0,Gao2021
YeiE,b2157,ybbW,b0511,?,0,Gao2021
YeiE,b2157,hemH,b0475,?,0,Gao2021
YeiE,b2157,htpG,b0473,?,0,Gao2021
YeiE,b2157,ybaB,b0471,?,0,Gao2021
YeiE,b2157,tsx,b0411,?,0,Gao2021
YeiE,b2157,lacY,b0343,?,0,Gao2021
YeiE,b2157,ilvI,b0077,?,0,Gao2021
YeiE,b2157,leuC,b0072,?,0,Gao2021
YeiE,b2157,yabI,b0065,?,0,Gao2021
YnfL,b1595,ynfL,b1595,?,0,Gao2021
YhjB,b3520,dhaK,b1200,?,0,Gao2021
YgbI,b2735,ygbI,b2735,?,0,Gao2021
YbhD,b0768,yihQ,b3878,?,0,Gao2021
YgfI,b2921,yihQ,b3878,?,0,Gao2021
YgfI,b2921,dhaK,b1200,?,0,Gao2021
YehT,,yiaG,b3555,?,0,Gao2021
YehT,,rimP,b3170,?,0,Gao2021
YidL,b3680,yidK,b3679,?,0,Gao2021
YidL,b3680,yiaG,b3555,?,0,Gao2021
YeiE,b2157,ybhI,b0770,?,0,Gao2021
YeiE,b2157,ybiB,b0800,?,0,Gao2021
YeiE,b2157,mdfA,b0842,?,0,Gao2021
YeiE,b2157,clpA,b0882,?,0,Gao2021
YeiE,b2157,fadK,b1701,?,0,Gao2021
YeiE,b2157,ydiJ,b1687,?,0,Gao2021
YeiE,b2157,sodC,b1646,?,0,Gao2021
YeiE,b2157,,b1510,?,0,Gao2021
YeiE,b2157,ydcT,b1441,?,0,Gao2021
YeiE,b2157,uspF,b1376,?,0,Gao2021
YeiE,b2157,emtA,b1193,?,0,Gao2021
YeiE,b2157,ymgF,b4520,?,0,Gao2021
YeiE,b2157,potB,b1125,?,0,Gao2021
YeiE,b2157,potC,b1124,?,0,Gao2021
YeiE,b2157,nagK,b1119,?,0,Gao2021
YeiE,b2157,ycfL,b1104,?,0,Gao2021
YbaQ,b0483,ftsI,b0084,?,0,Gao2021
YeiE,b2157,trhO,b1055,?,0,Gao2021
YeiE,b2157,putP,b1015,?,0,Gao2021
YeiE,b2157,putA,b1014,?,0,Gao2021
YeiE,b2157,rutR,b1013,?,0,Gao2021
YeiE,b2157,torD,b0998,?,0,Gao2021
YeiE,b2157,elfC,b0940,?,0,Gao2021
YeiE,b2157,ssuA,b0936,?,0,Gao2021
YeiE,b2157,msbA,b0914,?,0,Gao2021
YeiE,b2157,serC,b0907,?,0,Gao2021
YeiE,b2157,pflB,b0903,?,0,Gao2021
YeiE,b2157,trxB,b0888,?,0,Gao2021
YeiE,b2157,aat,b0885,?,0,Gao2021
YeiE,b2157,infA,b0884,?,0,Gao2021
YeiE,b2157,lpxL,b1054,?,0,Gao2021
YidL,b3680,rimP,b3170,?,0,Gao2021
YbaQ,b0483,ykfG,b0247,?,0,Gao2021
YbaQ,b0483,mhpA,b0347,?,0,Gao2021
YbiH,,rmuC,b3832,?,0,Gao2021
YbiH,,rbsA,b3749,?,0,Gao2021
YbiH,,gcvP,b2903,?,0,Gao2021
YbiH,,queE,b2777,?,0,Gao2021
YbiH,,proV,b2677,?,0,Gao2021
YbiH,,hscA,b2526,?,0,Gao2021
YbiH,,fadL,b2344,?,0,Gao2021
YbiH,,yfbK,b2270,?,0,Gao2021
YbiH,,arnC,b2254,?,0,Gao2021
YbiH,,yehQ,b2122,?,0,Gao2021
YbiH,,torZ,b1872,?,0,Gao2021
YbiH,,sad,b1525,?,0,Gao2021
YbiH,,ycjX,b1321,?,0,Gao2021
YbiH,,torS,b0993,?,0,Gao2021
YbiH,,ybiR,b0818,?,0,Gao2021
YbiH,,cecR,b0796,?,0,Gao2021
YbiH,,cobC,b0638,?,0,Gao2021
YbiH,,rna,b0611,?,0,Gao2021
YbiH,,ecpE,b0289,?,0,Gao2021
YbiH,,bamA,b0177,?,0,Gao2021
YbiH,,caiC,b0037,?,0,Gao2021
YbiH,,dnaK,b0014,?,0,Gao2021
YafC,b0208,yjiT,b4342,?,0,Gao2021
YafC,b0208,mdaB,b3028,?,0,Gao2021
YafC,b0208,cysJ,b2764,?,0,Gao2021
YbiH,,treB,b4240,?,0,Gao2021
YafC,b0208,yoaC,b1810,?,0,Gao2021
YbiH,,tsr,b4355,?,0,Gao2021
YdcI,b1422,iraP,b0382,?,0,Gao2021
YheO,b3346,yfbV,b2295,?,0,Gao2021
YheO,b3346,tehA,b1429,?,0,Gao2021
YheO,b3346,ydcK,b1428,?,0,Gao2021
YheO,b3346,ydbH,b1381,?,0,Gao2021
YheO,b3346,ldhA,b1380,?,0,Gao2021
YheO,b3346,lipA,b0628,?,0,Gao2021
YiaJ,,yiaK,b3575,?,0,Gao2021
YiaJ,,yiaJ,b3574,?,0,Gao2021
YiaJ,,ygjV,b3090,?,0,Gao2021
YdcI,b1422,gltP,b4077,?,0,Gao2021
YdcI,b1422,yicG,b3646,?,0,Gao2021
YdcI,b1422,lldP,b3603,?,0,Gao2021
YdcI,b1422,yhdV,b3267,?,0,Gao2021
YdcI,b1422,gutM,b2706,?,0,Gao2021
YdcI,b1422,yojI,b2211,?,0,Gao2021
YdcI,b1422,yobA,b1841,?,0,Gao2021
YdcI,b1422,yobF,b1824,?,0,Gao2021
YdcI,b1422,dtpA,b1634,?,0,Gao2021
YdcI,b1422,trkG,b1363,?,0,Gao2021
YdcI,b1422,wrbA,b1004,?,0,Gao2021
YdcI,b1422,ybhI,b0770,?,0,Gao2021
YdcI,b1422,sdhC,b0721,?,0,Gao2021
YdcI,b1422,gltA,b0720,?,0,Gao2021
YdcI,b1422,tomB,b0461,?,0,Gao2021
YdcI,b1422,ddlA,b0381,?,0,Gao2021
YdcI,b1422,nhaA,b0019,?,0,Gao2021
YafC,b0208,dinG,b0799,?,0,Gao2021
YafC,b0208,yafC,b0208,?,0,Gao2021
YddM,b1477,yjjJ,b4385,?,0,Gao2021
YbaQ,b0483,mug,b3068,?,0,Gao2021
YbaQ,b0483,glnE,b3053,?,0,Gao2021
YbaQ,b0483,hybB,b2995,?,0,Gao2021
YbaQ,b0483,yggP,b4465,?,0,Gao2021
YbaQ,b0483,bglA,b2901,?,0,Gao2021
YbaQ,b0483,ygcN,b2766,?,0,Gao2021
YbaQ,b0483,fhlA,b2731,?,0,Gao2021
YbaQ,b0483,nadB,b2574,?,0,Gao2021
YbaQ,b0483,pdxK,b2418,?,0,Gao2021
YbaQ,b0483,yfeN,b2408,?,0,Gao2021
YbaQ,b0483,,b2228,?,0,Gao2021
YbaQ,b0483,pbpG,b2134,?,0,Gao2021
YbaQ,b0483,otsA,b1896,?,0,Gao2021
YbaQ,b0483,rsxB,b1628,?,0,Gao2021
YbaQ,b0483,rhsE,b1456,?,0,Gao2021
YbaQ,b0483,phoQ,b1129,?,0,Gao2021
YbaQ,b0483,putA,b1014,?,0,Gao2021
YbaQ,b0483,yccF,b0961,?,0,Gao2021
YbaQ,b0483,ybjP,b0865,?,0,Gao2021
YbaQ,b0483,potE,b0692,?,0,Gao2021
YbaQ,b0483,entF,b0586,?,0,Gao2021
YbaQ,b0483,allC,b0516,?,0,Gao2021
YbaQ,b0483,rhsD,b0497,?,0,Gao2021
YbaQ,b0483,gsk,b0477,?,0,Gao2021
YbaQ,b0483,ampG,b0433,?,0,Gao2021
YbaQ,b0483,yraJ,b3144,?,0,Gao2021
YbaQ,b0483,aaeA,b3241,?,0,Gao2021
YbaQ,b0483,trpS,b3384,?,0,Gao2021
YbaQ,b0483,rhsB,b3482,?,0,Gao2021
YddM,b1477,tsr,b4355,?,0,Gao2021
YddM,b1477,treC,b4239,?,0,Gao2021
YddM,b1477,ytfP,b4222,?,0,Gao2021
YddM,b1477,ytfL,b4218,?,0,Gao2021
YddM,b1477,pflC,b3952,?,0,Gao2021
YddM,b1477,yhhM,b3467,?,0,Gao2021
YddM,b1477,lysS,b2890,?,0,Gao2021
YddM,b1477,ygdB,b2824,?,0,Gao2021
YddM,b1477,gshA,b2688,?,0,Gao2021
YddM,b1477,gabP,b2663,?,0,Gao2021
YddM,b1477,rcsC,b2218,?,0,Gao2021
YddM,b1477,yddM,b1477,?,0,Gao2021
YbaQ,b0483,mhpR,b0346,?,0,Gao2021
YddM,b1477,feaB,b1385,?,0,Gao2021
YddM,b1477,ybhD,b0768,?,0,Gao2021
YddM,b1477,ybhH,b0769,?,0,Gao2021
YddM,b1477,lptE,b0641,?,0,Gao2021
YddM,b1477,yadL,b0137,?,0,Gao2021
YbaQ,b0483,yjjG,b4374,?,0,Gao2021
YbaQ,b0483,amiB,b4169,?,0,Gao2021
YbaQ,b0483,ecnB,b4411,?,0,Gao2021
YbaQ,b0483,yidC,b3705,?,0,Gao2021
YbaQ,b0483,rhsA,b3593,?,0,Gao2021
YddM,b1477,dadA,b1189,?,0,Gao2021
YihL,b3872,yihL,b3872,?,0,Gao2021
YihL,b3872,polA,b3863,?,0,Gao2021
YihL,b3872,rimP,b3170,?,0,Gao2021
YqhC,b3010,yqhD,b3011,?,0,Gao2021
YqhC,b3010,yqhC,b3010,?,0,Gao2021
YqhC,b3010,xseA,b2509,?,0,Gao2021
YqhC,b3010,yeiQ,b2172,?,0,Gao2021
YqhC,b3010,pykA,b1854,?,0,Gao2021
YqhC,b3010,uxaB,b1521,?,0,Gao2021
YqhC,b3010,elfA,b0938,?,0,Gao2021
YqhC,b3010,ssuE,b0937,?,0,Gao2021
YqhC,b3010,focA,b0904,?,0,Gao2021
YqhC,b3010,moeB,b0826,?,0,Gao2021
YqhC,b3010,coaE,b0103,?,0,Gao2021
YqhC,b3010,mraZ,b0081,?,0,Gao2021
YdhB,b1659,fimE,b4313,?,0,Gao2021
YdhB,b1659,yjhV,b4286,?,0,Gao2021
YdhB,b1659,treR,b4241,?,0,Gao2021
YdhB,b1659,frwB,b3950,?,0,Gao2021
YdhB,b1659,fieF,b3915,?,0,Gao2021
YdhB,b1659,yihQ,b3878,?,0,Gao2021
YdhB,b1659,mdtL,b3710,?,0,Gao2021
YdhB,b1659,cspA,b3556,?,0,Gao2021
YdhB,b1659,yhjX,b3547,?,0,Gao2021
YdhB,b1659,,b3489,?,0,Gao2021
YdhB,b1659,ppiA,b3363,?,0,Gao2021
YdhB,b1659,rpsJ,b3321,?,0,Gao2021
YdhB,b1659,ibaG,b3190,?,0,Gao2021
YqhC,b3010,tsaD,b3064,?,0,Gao2021
YdhB,b1659,secG,b3175,?,0,Gao2021
YqhC,b3010,uxaC,b3092,?,0,Gao2021
YqhC,b3010,tsaC,b3282,?,0,Gao2021
YdcR,b1439,atpI,b3739,?,0,Gao2021
YdcR,b1439,yicI,b3656,?,0,Gao2021
YdcR,b1439,dinD,b3645,?,0,Gao2021
YdcR,b1439,yhhI,b3484,?,0,Gao2021
YdcR,b1439,yhhT,b3474,?,0,Gao2021
YdcR,b1439,aaeR,b3243,?,0,Gao2021
YdcR,b1439,glcA,b2975,?,0,Gao2021
YdcR,b1439,ygeH,b2852,?,0,Gao2021
YdcR,b1439,oxc,b2373,?,0,Gao2021
YdcR,b1439,cbl,b1987,?,0,Gao2021
YdcR,b1439,yobF,b1824,?,0,Gao2021
YdcR,b1439,ydjF,b1770,?,0,Gao2021
YdcR,b1439,ldtE,b1678,?,0,Gao2021
YdcR,b1439,ydfJ,b1543,?,0,Gao2021
YdcR,b1439,ydcC,b1460,?,0,Gao2021
YdcR,b1439,ydcR,b1439,?,0,Gao2021
YdcR,b1439,ynaE,b1375,?,0,Gao2021
YdcR,b1439,ylaC,b0458,?,0,Gao2021
YqhC,b3010,gntP,b4321,?,0,Gao2021
YqhC,b3010,treR,b4241,?,0,Gao2021
YqhC,b3010,envC,b3613,?,0,Gao2021
YqhC,b3010,yhjC,b3521,?,0,Gao2021
YqhC,b3010,ppiA,b3363,?,0,Gao2021
YqhC,b3010,rpsL,b3342,?,0,Gao2021
YqhC,b3010,rplC,b3320,?,0,Gao2021
YqhC,b3010,exuT,b3093,?,0,Gao2021
YdhB,b1659,uxaC,b3092,?,0,Gao2021
YdhB,b1659,yggM,b2956,?,0,Gao2021
YdhB,b1659,yfjP,b2632,?,0,Gao2021
YfeD,b2399,endA,b2945,?,0,Gao2021
YfeD,b2399,ygcE,b2776,?,0,Gao2021
YfeD,b2399,ygcU,b4463,?,0,Gao2021
YfeD,b2399,truD,b2745,?,0,Gao2021
YfeD,b2399,grcA,b2579,?,0,Gao2021
YfeD,b2399,rpoE,b2573,?,0,Gao2021
YfeD,b2399,pbpG,b2134,?,0,Gao2021
YfeD,b2399,fbaB,b2097,?,0,Gao2021
YfeD,b2399,yeaH,b1784,?,0,Gao2021
YfeD,b2399,ydeJ,b1537,?,0,Gao2021
YfeD,b2399,rimL,b1427,?,0,Gao2021
YfeD,b2399,ychJ,b1233,?,0,Gao2021
YfeD,b2399,pdeG,b1168,?,0,Gao2021
YfeD,b2399,ycaN,b0900,?,0,Gao2021
YfeD,b2399,sucC,b0728,?,0,Gao2021
YfeD,b2399,nadD,b0639,?,0,Gao2021
YfeD,b2399,uspG,b0607,?,0,Gao2021
YfeD,b2399,dsbG,b0604,?,0,Gao2021
YfeD,b2399,fepA,b0584,?,0,Gao2021
YfeD,b2399,allE,b0515,?,0,Gao2021
YfeD,b2399,ybaQ,b0483,?,0,Gao2021
YfeD,b2399,yaiO,b0358,?,0,Gao2021
YfeD,b2399,yagU,b0287,?,0,Gao2021
YfeD,b2399,ampD,b0110,?,0,Gao2021
YfeD,b2399,kefC,b0047,?,0,Gao2021
YfeD,b2399,patA,b3073,?,0,Gao2021
YfeD,b2399,yhaV,b3130,?,0,Gao2021
